id,net_charge,muH,plddt,dist_nc,score
seq_1353,0.3333333333333333,0.264513286402648,0.7611111111111111,23.548107,0.16701087645768453
seq_872,0.3076923076923077,0.31483802932924865,0.7007692307692307,24.919458,0.35188245433855103
seq_873,0.13793103448275862,0.2979643572718549,0.617241379310345,66.33237,0.141545924290309
seq_1352,0.46153846153846156,0.35144195842601317,0.76,21.952707,0.6325944075146812
seq_1346,0.19230769230769232,0.3993795523092155,0.9007692307692309,37.241264,0.9457439153922311
seq_867,0.20833333333333334,0.24208528333339377,0.9179166666666667,34.95092,0.18042641666696912
seq_697,0.2,0.2872803340760693,0.8930000000000001,28.935982,0.37940167038034645
seq_683,0.22727272727272727,0.43044505607448885,0.8968181818181818,32.19074,1.105861644008808
seq_1391,0.5,0.07334720708513083,0.8831249999999999,22.120726,-0.6251389645743459
seq_668,0.15384615384615385,0.34369012939639837,0.8415384615384615,17.973639,0.5984506469819917
seq_1385,0.375,0.2978194419938856,0.921875,22.093021,0.5047222099694277
seq_654,0.23076923076923078,0.6409715990388978,0.6369230769230769,16.661865,1.8994733798098737
seq_132,0.3333333333333333,0.2066429481347983,0.6005555555555555,23.802723,-0.2828963704371197
seq_126,0.21739130434782608,0.23247604589000453,0.8769565217391306,35.817314,0.09368457727611013
seq_640,0.15384615384615385,0.3086443328012959,0.8876923076923078,18.946133,0.46937551016032586
seq_898,0.10810810810810811,0.1828577626697352,0.9221621621621623,54.674248,-0.13652199746213478
seq_1150,0.4166666666666667,0.511905592277455,0.7391666666666667,17.412226,1.4028612947206085
seq_1144,0.16666666666666666,0.27246010958757055,0.775,28.187925,0.1789672146045196
seq_495,0.21428571428571427,0.6166515241055671,0.74,24.505249,1.876829049099264
seq_1178,0.5,0.24629210229640677,0.9067857142857143,40.027912,0.26324622576774814
seq_481,0.043478260869565216,0.2408801950862026,0.5652173913043479,39.462723,-0.21951206804724777
seq_1193,0.4117647058823529,0.4852607962711534,0.9135294117647059,24.925423,1.4427745695910614
seq_1187,0.6666666666666666,0.11572916121248988,0.7557142857142858,31.51674,-0.49897324155659817
seq_318,0.16,0.11824348770768872,0.6859999999999999,30.025734,-0.6827825614615564
seq_330,0.16,0.13640090766017154,0.6876000000000001,30.337513,-0.590395461699142
seq_456,0.13636363636363635,0.24476122833464506,0.9218181818181819,31.805916,0.17971523258231636
seq_442,0.36363636363636365,0.30788572571955364,0.6872727272727274,17.800768,0.3176104467795864
seq_324,0.2727272727272727,0.3011512700982508,0.9004545454545454,31.664835,0.4743927141276174
seq_1024,0.07692307692307693,0.20202045290761037,0.6800000000000002,45.386528,-0.29066696623117894
seq_1030,0.1,0.1893140494791717,0.8450000000000001,22.851011,-0.18342975260414152
seq_287,0.11538461538461539,0.08843701471561466,0.6811538461538463,34.901875,-0.8478149264219266
seq_1018,0.06060606060606061,0.22031969482030092,0.9081818181818182,41.654896,0.024931807434837694
seq_293,0.06451612903225806,0.1677179417359683,0.9090322580645162,4.9259615,-0.23624900099757795
seq_278,0.5,0.7321545445407398,0.648,20.529043,2.433772722703699
seq_48,0.11764705882352941,0.21316605537261257,0.6976470588235294,17.413128,-0.2071108996075255
seq_244,0.35294117647058826,0.25786356971361085,0.8835294117647059,5.6377563,0.2610825544504074
seq_74,0.3333333333333333,0.2548481332069024,0.7994444444444445,10.64443,0.1570184438122899
seq_522,0.2,0.30687270835451247,0.8466666666666665,21.699646,0.4310302084392288
seq_536,0.15384615384615385,0.332070542672007,0.9192307692307692,18.432592,0.6180450210523425
seq_60,0.18421052631578946,0.09477133127778718,0.6065789473684209,38.197285,-0.8735117646636958
seq_250,0.3333333333333333,0.17239452887841406,0.8776190476190477,5.420295,-0.17707497465554844
seq_907,0.1111111111111111,0.1115636773754723,0.9325925925925925,38.630417,-0.48181124275226805
seq_1226,0.45454545454545453,0.6290412424479627,0.8345454545454545,14.047342,2.0933880304216315
seq_1232,0.42857142857142855,0.26521037675190096,0.647142857142857,21.732187,0.08033759804521878
seq_913,0.10810810810810811,0.06608610289077445,0.6394594594594594,45.432117,-1.0030829990596413
seq_708,-0.25925925925925924,0.13106371609068942,0.9185185185185185,39.58104,-0.490977715842849
seq_720,0.3888888888888889,0.2365487167648578,0.7516666666666666,32.423244,0.03163247271317804
seq_734,0.16216216216216217,0.2508753119980392,0.9024324324324324,17.477093,0.1973495329631687
seq_722,0.18181818181818182,0.18506873678060096,0.9015151515151516,41.908623,-0.12768661912729806
seq_736,0.2,0.23783200873073662,0.9342857142857144,51.13138,0.17344575793939754
seq_939,0.125,0.1577796036175039,0.63,24.822763,-0.5498519819124805
seq_1218,0.4,0.38441694608039856,0.7446666666666667,21.91126,0.7667513970686595
seq_1224,0.2857142857142857,0.8025375050764002,0.6721428571428572,31.657818,2.756258953953429
seq_905,0.10714285714285714,0.12343098100769552,0.9260714285714285,35.46067,-0.42998795210437946
seq_911,0.11764705882352941,0.31323376273754233,0.8635294117647059,25.606956,0.4591099901583
seq_1230,0.5,0.496048977445808,0.643,17.398344,1.2482448872290401
seq_520,0.25,0.4130774757743758,0.665,17.561958,0.7928873788718791
seq_76,0.0851063829787234,0.06715702040372189,0.6308510638297873,28.529297,-1.0120872384069224
seq_246,0.23809523809523808,0.31350537641697285,0.8938095238095239,5.4308643,0.5208602154181978
seq_252,0.1891891891891892,0.3371845870069518,0.681081081081081,57.25195,0.41430131341313725
seq_62,0.22857142857142856,0.285188737330168,0.5865714285714287,21.791632,0.06965797236512561
seq_534,0.16666666666666666,0.25125389254166347,0.8104166666666667,30.986122,0.10835279604165082
seq_508,0.3076923076923077,0.4014436147938926,0.863076923076923,18.55839,0.9472180739694629
seq_285,0.13513513513513514,0.1857819871150636,0.9164864864864868,46.961903,-0.12081979415441135
seq_291,0.25,0.7941833768671932,0.68875,18.322628,2.722166884335966
seq_1026,0.12,0.19371257982442291,0.768,35.196346,-0.2334371008778855
seq_89,0.2608695652173913,0.20633537744366373,0.5578260869565218,15.620363,-0.34527963452081156
seq_1032,0.05,0.3181994489233596,0.6225,40.864952,0.22599724461679838
seq_454,0.18181818181818182,0.2764900038596149,0.9181818181818181,31.402308,0.34608638293443805
seq_332,0.28,0.104793947570462,0.8436,29.30713,-0.5624302621476902
seq_326,0.2,0.12303664435622005,0.6855999999999999,31.333128,-0.6492167782188998
seq_440,0.5,0.649316363279839,0.6956249999999999,26.610323,2.067206816399195
seq_1191,0.36,0.264406281371116,0.9179999999999998,36.53961,0.33003140685557986
seq_468,0.0625,0.22408598857627926,0.905,22.54797,0.041054942881395995
seq_1185,0.18181818181818182,0.22740461312480817,0.9186363636363638,31.378887,0.10111397471494987
seq_497,0.40625,0.4147256779086902,0.8303125,58.653515,1.0055033895434509
seq_483,0.26666666666666666,0.6633048398350123,0.8293333333333333,20.857986,2.2125241991750615
seq_1152,0.5,0.16533190075139323,0.9571428571428571,40.353653,-0.09119763910017675
seq_1146,0.4444444444444444,0.3464270451412913,0.6811111111111111,17.523144,0.5243574479286788
seq_130,0.2692307692307692,0.1713971154914725,0.7146153846153847,41.49232,-0.3610913456195606
seq_656,0.14893617021276595,0.18604119248691842,0.6925531914893618,42.82543,-0.34000680352285473
seq_642,0.125,0.1820757953205309,0.64125,36.40036,-0.4171210233973457
seq_124,0.22727272727272727,0.2152775363043258,0.8595454545454545,33.816494,-0.007248682114734617
seq_1393,0.5,0.06778942980849677,0.913,28.507902,-0.6230528509575162
seq_1387,0.375,0.27888674006028585,0.914375,21.99518,0.40255870030142926
seq_118,0.2608695652173913,0.11488003810823919,0.8047826086956521,35.000507,-0.5555998094588042
seq_695,0.14285714285714285,0.1656712561837701,0.9060714285714286,37.384167,-0.22985800479543528
seq_1378,0.5,0.2486622107662169,0.9429166666666667,34.010532,0.3112277204977514
seq_681,0.29411764705882354,0.2538054096362056,0.6052941176470588,40.164455,-0.05214942240720721
seq_859,0.14285714285714285,0.305411219861059,0.7310714285714285,24.909555,0.29384181359100925
seq_1350,0.08333333333333333,0.20104866165330285,0.7445833333333333,31.80477,-0.2293400250668194
seq_871,0.13043478260869565,0.29484211564820245,0.8969565217391304,30.336012,0.40377579563231647
seq_865,0.25,0.25279724782902463,0.9158333333333334,34.99542,0.24231957247845637
seq_1344,0.4,0.41907444308106234,0.9013333333333334,21.06407,1.0967055487386452
seq_1345,0.375,0.2772578233848622,0.7975,23.507198,0.2775391169243111
seq_864,0.2916666666666667,0.2629556187986076,0.9191666666666668,35.066185,0.30686142732637167
seq_870,0.13043478260869565,0.3100354035161218,0.9034782608695651,29.88622,0.48626397410234823
seq_1351,0.3142857142857143,0.36723780706912174,0.9054285714285716,49.971657,0.8201890353456087
seq_858,0.10714285714285714,0.30371451850529846,0.7528571428571428,26.833384,0.2982154496693492
seq_680,0.16,0.2982621258416472,0.6287999999999999,47.88092,0.1601106292082357
seq_1379,0.5,0.21213838956374279,0.940357142857143,39.973225,0.12604909067585712
seq_694,0.0,0.19134913170413514,0.9189655172413794,4.787581,-0.12428882423794496
seq_1386,0.4375,0.2569326514715375,0.9131250000000001,22.016901,0.3071632573576877
seq_119,0.2608695652173913,0.18999548503779548,0.7326086956521738,54.55635,-0.2521964878545009
seq_1392,0.5,0.07228166735123095,0.9044444444444445,25.542046,-0.6091472187994007
seq_643,0.125,0.21311500303872857,0.6825000000000001,38.713467,-0.22067498480635694
seq_125,0.12,0.289710503634727,0.5568,23.798521,0.03535251817363516
seq_131,0.2777777777777778,0.07841373269516033,0.6505555555555556,31.479982,-0.8879313365241983
seq_657,0.20833333333333334,0.1536134716409606,0.8922916666666666,63.759106,-0.28755764179519705
seq_1147,0.2,0.29893801100370637,0.9208,36.678177,0.4654900550185319
seq_1153,0.16666666666666666,0.16849709380666614,0.8850000000000001,16.803782,-0.23084786430000248
seq_482,0.3181818181818182,0.8944588206520104,0.8704545454545456,31.47853,3.422294103260052
seq_496,0.25,0.2176667230233626,0.9305,28.404293,0.08133361511681292
seq_1184,0.2857142857142857,0.29779258828763905,0.6485714285714286,4.575646,0.2089629414381955
seq_469,0.13043478260869565,0.27934711495546016,0.8208695652173913,33.45952,0.25021383564686595
seq_1190,0.6666666666666666,0.06435515815762911,0.7443333333333333,44.292984,-0.7672242092118546
seq_327,0.2,0.11438169048215853,0.6864,30.931322,-0.6916915475892074
seq_441,0.36363636363636365,0.30788572571955364,0.6872727272727274,17.800768,0.3176104467795864
seq_455,0.13636363636363635,0.2745921599335543,0.9190909090909091,31.473808,0.32614261784958964
seq_333,0.16,0.11056726921927222,0.682,30.551275,-0.7251636539036388
seq_1033,0.17391304347826086,0.20441406612410004,0.9134782608695653,33.91893,-0.020973147640369394
seq_88,0.21739130434782608,0.09752853906721193,0.7078260869565218,45.855354,-0.7501833916204621
seq_1027,0.12,0.19371257982442291,0.768,35.196346,-0.2334371008778855
seq_290,0.13513513513513514,0.17701137286529334,0.914864864864865,46.897198,-0.16629448702488459
seq_284,0.13513513513513514,0.1857819871150636,0.9164864864864868,46.961903,-0.12081979415441135
seq_509,0.3076923076923077,0.41925881837566426,0.8315384615384613,18.599234,1.0047556303398597
seq_253,0.1891891891891892,0.3371845870069518,0.681081081081081,57.25195,0.41430131341313725
seq_535,0.14285714285714285,0.2648786230938681,0.8917857142857143,43.01592,0.2518931154693407
seq_63,0.2727272727272727,0.32644343102679385,0.67,19.893566,0.3703989733157873
seq_77,0.0425531914893617,0.19057714262961659,0.5646808510638298,41.22155,-0.471795137915747
seq_521,0.3333333333333333,0.39970282420504816,0.8226666666666668,23.102806,0.9045141210252408
seq_247,0.19047619047619047,0.3191815523126964,0.8004761904761906,24.761719,0.4440029996587205
seq_1231,0.08333333333333333,0.3222857434247058,0.6752777777777778,71.13805,0.30753982823463977
seq_910,0.14285714285714285,0.22050257930428616,0.9282142857142858,35.471523,0.0664414679500025
seq_904,0.10714285714285714,0.11043258877957121,0.9314285714285714,35.55434,-0.4896227703878582
seq_1225,0.45454545454545453,0.6290412424479627,0.8345454545454545,14.047342,2.0933880304216315
seq_1219,0.2,0.34703945086274274,0.9165000000000001,29.043888,0.7016972543137139
seq_938,0.14285714285714285,0.35837115550428633,0.7185714285714286,23.782984,0.5461414918071461
seq_737,0.15789473684210525,0.24418030983650824,0.9063157894736843,27.307749,0.16669102286675175
seq_723,0.2,0.2544803216456903,0.9374285714285715,51.26823,0.25983017965702304
seq_727,0.025,0.19860673520899264,0.77825,16.74811,-0.22246632395503685
seq_733,0.15789473684210525,0.3041675721229401,0.8792105263157893,20.45977,0.4395220711410164
seq_1221,0.3939393939393939,0.4387657711205636,0.8148484848484847,49.738148,1.107162188936151
seq_900,0.10810810810810811,0.27529558305229934,0.9232432432432434,54.171524,0.3267481855317671
seq_914,0.13513513513513514,0.09857240486246385,0.6397297297297296,43.54341,-0.8336244621741673
seq_1235,0.3333333333333333,0.3797278386291107,0.7133333333333334,19.874228,0.6953058598122199
seq_1209,0.3333333333333333,0.1809845162029293,0.6790476190476191,25.156612,-0.332696466604401
seq_928,0.23076923076923078,0.10212287968195202,0.6853846153846154,43.257893,-0.7463086785133168
seq_519,0.3076923076923077,0.46601765039082316,0.8423076923076922,18.826345,1.2493190211848848
seq_243,0.4117647058823529,0.2806123477303241,0.888235294117647,5.898672,0.3942382092398562
seq_525,0.3076923076923077,0.42949391655617547,0.7992307692307693,18.949682,1.023623428934724
seq_73,0.3,0.12528826298211387,0.7685000000000001,29.178373,-0.5300586850894304
seq_67,0.38461538461538464,0.4104575611099272,0.7992307692307692,18.611275,0.9476724209342517
seq_531,0.3333333333333333,0.4108768193762073,0.8661111111111112,27.27022,1.0038285413254808
seq_257,0.4444444444444444,0.6974190236626183,0.701111111111111,18.965616,2.299317340535314
seq_1023,0.07692307692307693,0.20202045290761037,0.6800000000000002,45.386528,-0.29066696623117894
seq_1037,0.16,0.16024271418685793,0.9368000000000001,36.639507,-0.2219864290657103
seq_98,0.4666666666666667,0.5056861700336638,0.8753333333333335,21.656952,1.520430850168319
seq_280,0.06521739130434782,0.3512986236578655,0.7797826086956521,37.872612,0.5525800748110665
seq_294,0.12121212121212122,0.09321126692015748,0.7784848484848484,43.045383,-0.7251557866113338
seq_1194,0.2857142857142857,0.33298277017049177,0.7635714285714286,13.6512985,0.499913850852459
seq_479,0.16666666666666666,0.23693193951865735,0.5858333333333333,29.968386,-0.187840302406713
seq_1180,0.4,0.4363836835100764,0.8290000000000001,57.23837,1.1109184175503821
seq_337,0.2631578947368421,0.1687079219206681,0.8715789473684211,9.809472,-0.21909196934402786
seq_451,0.2608695652173913,0.35010527211914005,0.6304347826086957,56.39204,0.4461785345087437
seq_445,0.2,0.20107213709018465,0.7286666666666667,40.42389,-0.21597264788241022
seq_323,0.1111111111111111,0.24378089024877367,0.7411111111111112,32.279358,-0.012206659867243008
seq_1157,0.25,0.41430010105086157,0.8591666666666667,16.523151,0.9931671719209749
seq_1143,0.2777777777777778,0.3918127399154316,0.9244444444444445,25.680483,0.9529525884660472
seq_492,0.29411764705882354,0.22256376116918325,0.7594117647058823,27.269163,-0.05424001768349562
seq_486,0.3333333333333333,0.13300101973848172,0.9155555555555556,25.9135,-0.3361060124187025
seq_1396,0.5,0.05077990718483696,0.92,34.623013,-0.7011004640758152
seq_109,0.3333333333333333,0.11204739434294837,0.7683333333333332,10.2231655,-0.5880963616185917
seq_9,0.25,0.3454191472367661,0.7683333333333334,18.844894,0.5579290695171637
seq_1382,0.3125,0.274858946875202,0.91125,22.266638,0.36366973437601
seq_653,0.07692307692307693,0.39928293269611653,0.7284615384615384,14.739103,0.74410697117289
seq_135,0.4444444444444444,0.2526457923552085,0.7166666666666666,23.206995,0.0910067395538201
seq_121,0.2608695652173913,0.23728036184820694,0.7191304347826086,52.87578,-0.02925036467200881
seq_647,0.16666666666666666,0.2146210810632001,0.80625,30.519909,-0.07897792801733283
seq_1355,0.4444444444444444,0.7547564991784669,0.6722222222222223,17.166004,2.557115829225668
seq_874,0.21739130434782608,0.23786395382541708,0.8586956521739132,33.911663,0.10236324738795499
seq_860,0.14285714285714285,0.307938806459087,0.7382142857142856,26.060593,0.3136226037240064
seq_1341,0.36363636363636365,0.34052683642292575,0.9204545454545457,31.457764,0.7139978184782652
seq_690,0.2,0.17654726981973534,0.8875,29.154922,-0.1797636509013234
seq_848,0.0,0.1295293373633451,0.9071428571428571,31.195791,-0.4452104560404173
seq_1369,0.4117647058823529,0.48749564487973723,0.8370588235294116,26.415983,1.3774782243986863
seq_684,0.16666666666666666,0.1203075159846126,0.8859999999999998,43.535336,-0.47079575341027047
seq_685,0.19047619047619047,0.2190634480903524,0.7961904761904761,31.580187,-0.06087323573871428
seq_1368,0.2619047619047619,0.206115819080256,0.8454761904761904,60.804714,-0.05846852364633914
seq_849,0.10869565217391304,0.12032073395044315,0.5547826086956522,30.109104,-0.8164398085086537
seq_691,0.18181818181818182,0.3038889084233317,0.7918181818181818,14.703022,0.3567172693893861
seq_1340,0.5333333333333333,0.40064919058642856,0.9006666666666666,21.406023,1.0372459529321425
seq_861,0.1111111111111111,0.2587932465841916,0.7888888888888888,26.176264,0.11063289958762468
seq_875,0.25,0.3145981790268066,0.87625,11.356745,0.5117408951340332
seq_1354,0.35,0.3214436887825417,0.8155000000000001,24.135254,0.5102184439127084
seq_120,0.2608695652173913,0.256226512667469,0.711304347826087,56.526558,0.05765430246778003
seq_646,0.058823529411764705,0.18422363196575461,0.6835294117647058,40.946293,-0.38064654605357995
seq_652,0.4,0.3035273666059791,0.6464999999999999,46.432907,0.26413683302989543
seq_134,0.14893617021276595,0.1544239786841659,0.4151063829787235,27.824152,-0.7755396810472555
seq_8,0.16666666666666666,0.34585256267238673,0.8016666666666667,17.914991,0.5725961466952674
seq_1383,0.1935483870967742,0.10768442415700319,0.8867741935483872,45.035294,-0.5264165888924035
seq_1397,0.27586206896551724,0.40828657932988943,0.9331034482758619,37.081615,1.0435018621666883
seq_108,0.3333333333333333,0.11204739434294837,0.7683333333333332,10.2231655,-0.5880963616185917
seq_487,0.3333333333333333,0.09482362813895369,0.9204761904761906,30.480259,-0.5220723354957078
seq_493,0.29411764705882354,0.22505876802140226,0.8211764705882353,26.712946,0.01999972245995263
seq_1142,0.2777777777777778,0.39358583436990774,0.9255555555555556,25.784773,0.9629291718495385
seq_1156,0.2727272727272727,0.2844673944819053,0.8409090909090909,15.057551,0.33142788150043545
seq_444,0.2,0.20107213709018465,0.7286666666666667,40.42389,-0.21597264788241022
seq_322,0.04,0.10031907738462353,0.8519999999999999,29.890282,-0.6364046130768823
seq_336,0.16,0.4011555312290206,0.8728,36.763973,0.9185776561451027
seq_450,0.25,0.3930136508891021,0.6279999999999999,50.26105,0.6555682544455106
seq_1181,0.4,0.36617528070408095,0.7753333333333334,49.038597,0.7062097368537383
seq_478,0.16666666666666666,0.28329777254895244,0.62875,30.565023,0.08690552941142915
seq_1195,0.375,0.34111761202215407,0.915,22.388136,0.7143380601107703
seq_295,0.12121212121212122,0.10418826868555386,0.8196969696969697,41.04064,-0.6290586565722307
seq_281,0.5,0.7909703734561554,0.741,26.721447,2.8208518672807763
seq_99,0.34615384615384615,0.48221489241955084,0.7415384615384615,55.501335,1.2391513851746772
seq_1036,0.16,0.16590564531171326,0.9376000000000001,36.488632,-0.19287177344143358
seq_1022,0.23529411764705882,0.2335939934857589,0.6747058823529413,42.66967,-0.09850062080649957
seq_530,0.3333333333333333,0.4108768193762073,0.8661111111111112,27.27022,1.0038285413254808
seq_66,0.25,0.34580578002050427,0.8091666666666665,17.484928,0.600695566769188
seq_256,0.4444444444444444,0.5882865212295602,0.7066666666666667,17.671202,1.7592103839255784
seq_242,0.4117647058823529,0.42096757525676126,0.8847058823529412,5.5217037,1.0924849351073358
seq_72,0.16666666666666666,0.21888224593188313,0.5963333333333334,43.382465,-0.26758877034058415
seq_524,0.4,0.39894034820619345,0.83,22.993818,0.9247017410309675
seq_518,0.14285714285714285,0.3934987249185128,0.76,23.277203,0.7632079103068499
seq_929,0.16666666666666666,0.24429108565881197,0.9108333333333333,35.079906,0.17395542829406008
seq_1208,0.5,0.23856992646198735,0.9370833333333334,33.35536,0.25493296564326995
seq_1234,0.25,0.3737264741110492,0.747,31.205574,0.6781323705552458
seq_915,0.13513513513513514,0.09591802357160202,0.5532432432432431,32.446247,-0.933382855114963
seq_901,0.13513513513513514,0.214071443413197,0.9175675675675676,54.267334,0.021708568417336593
seq_1220,0.35,0.44448563851940437,0.8875,28.735603,1.1974281925970214
seq_732,0.15789473684210525,0.3041675721229401,0.8792105263157893,20.45977,0.4395220711410164
seq_726,0.025,0.19860673520899264,0.77825,16.74811,-0.22246632395503685
seq_718,0.5,0.29575277083781953,0.835,25.83202,0.4387638541890979
seq_730,0.05263157894736842,0.10530859040090648,0.9034210526315789,19.991693,-0.5568781006270465
seq_724,0.2,0.2544803216456903,0.9374285714285715,51.26823,0.25983017965702304
seq_917,-0.13043478260869565,0.10065620780666748,0.5769565217391304,23.67432,-0.9523711348797061
seq_1236,0.42857142857142855,0.27818909113629947,0.7814285714285715,20.803713,0.2795168842529261
seq_1222,0.4117647058823529,0.3532253871399888,0.9052941176470588,49.675484,0.7743622298175912
seq_903,0.14285714285714285,0.2968085869349282,0.7739285714285714,40.634163,0.2936857918174982
seq_268,0.4666666666666667,0.4245204852995267,0.822,21.852459,1.0612690931643
seq_58,0.1282051282051282,0.2907879807701771,0.8707692307692307,53.11581,0.35676041667139824
seq_254,0.1891891891891892,0.3371845870069518,0.681081081081081,57.25195,0.41430131341313725
seq_64,0.25,0.2820328697725652,0.68,19.672224,0.15266434886282587
seq_532,0.3888888888888889,0.9387154033662133,0.8033333333333333,25.972263,3.5941325723866226
seq_526,0.3076923076923077,0.42440899084922357,0.8384615384615384,18.657606,1.0374295696307332
seq_70,0.3333333333333333,0.26814595671763525,0.7526666666666667,23.019026,0.17672978358817604
seq_240,0.4117647058823529,0.20520834930773596,0.8594117647058823,5.561197,-0.011605312284849623
seq_1034,0.13043478260869565,0.1892001422749418,0.7969565217391303,33.969116,-0.22443407123398673
seq_1020,0.24,0.23854610343667562,0.9316,36.753647,0.184330517183378
seq_297,0.0,0.2463765716004616,0.654,9.575016,-0.11411714199769207
seq_1008,0.14814814814814814,0.2969858662415264,0.8525925925925927,45.425423,0.3745589608372617
seq_283,0.6,0.43340685210001373,0.639,19.213272,0.9560342605000685
seq_1183,0.24,0.3254704499842686,0.6656,30.772163,0.35295224992134333
seq_1197,0.26666666666666666,0.22724787916336414,0.6973333333333334,19.526844,-0.09976060418317934
seq_308,0.14814814814814814,0.2581812535388852,0.8474074074074075,45.22435,0.17535071213887043
seq_320,0.2,0.12196762482124739,0.66,30.575914,-0.6801618758937629
seq_446,0.19230769230769232,0.15034770179609083,0.8723076923076923,37.65741,-0.3278768756349304
seq_452,0.2692307692307692,0.29051366425557423,0.6219230769230768,60.250446,0.14179909050864037
seq_334,-0.047619047619047616,0.12936478289041342,0.7530952380952382,24.706724,-0.6119856093574567
seq_1140,0.0,0.6416253368129118,0.9155555555555556,26.076216,2.1236822396201145
seq_1154,0.16666666666666666,0.27230928765442924,0.87,17.156399,0.2732131049388129
seq_485,0.2,0.33400893339654275,0.8514999999999999,27.7574,0.5715446669827138
seq_1168,0.14583333333333334,0.062124942625262386,0.5802083333333333,71.13988,-1.0727086202070215
seq_491,0.29411764705882354,0.22256376116918325,0.7594117647058823,27.269163,-0.05424001768349562
seq_1381,0.375,0.3151104398331287,0.91,22.553707,0.5793021991656437
seq_678,0.18181818181818182,0.46344685833500726,0.8272727272727274,15.858459,1.1899615644023092
seq_1395,0.5,0.06427566834093658,0.9163636363636364,31.539577,-0.6372580219316808
seq_644,0.125,0.21917385115924,0.8445833333333331,30.444328,-0.028297410870466777
seq_122,0.30434782608695654,0.4109262413570435,0.7091304347826086,56.551025,0.8398485980895654
